optimal_policy(10,85)=5, optimal_reward(10,85)=11.730000
optimal_policy(10,86)=5, optimal_reward(10,86)=11.730000
optimal_policy(10,87)=5, optimal_reward(10,87)=11.730000
optimal_policy(10,88)=5, optimal_reward(10,88)=11.730000
optimal_policy(10,89)=4, optimal_reward(10,89)=0.900000
optimal_policy(10,90)=7, optimal_reward(10,90)=5.180000
optimal_policy(10,91)=6, optimal_reward(10,91)=3.500000
optimal_policy(10,92)=7, optimal_reward(10,92)=5.180000
optimal_policy(10,93)=5, optimal_reward(10,93)=11.730000
optimal_policy(10,94)=5, optimal_reward(10,94)=11.730000
optimal_policy(10,95)=5, optimal_reward(10,95)=11.730000
optimal_policy(10,96)=5, optimal_reward(10,96)=11.730000
optimal_policy(10,97)=2, optimal_reward(10,97)=4.680000
optimal_policy(10,98)=7, optimal_reward(10,98)=5.180000
optimal_policy(10,99)=2, optimal_reward(10,99)=4.680000
optimal_policy(10,100)=7, optimal_reward(10,100)=5.180000
optimal_policy(10,101)=5, optimal_reward(10,101)=11.730000
optimal_policy(10,102)=5, optimal_reward(10,102)=11.730000
optimal_policy(10,103)=5, optimal_reward(10,103)=11.730000
optimal_policy(10,104)=5, optimal_reward(10,104)=11.730000
optimal_policy(10,105)=2, optimal_reward(10,105)=4.680000
optimal_policy(10,106)=7, optimal_reward(10,106)=5.180000
optimal_policy(10,107)=2, optimal_reward(10,107)=4.680000
optimal_policy(10,108)=7, optimal_reward(10,108)=5.180000
optimal_policy(10,109)=5, optimal_reward(10,109)=11.730000
optimal_policy(10,110)=5, optimal_reward(10,110)=11.730000
optimal_policy(10,111)=5, optimal_reward(10,111)=11.730000
optimal_policy(10,112)=5, optimal_reward(10,112)=11.730000
optimal_policy(10,113)=2, optimal_reward(10,113)=4.680000
optimal_policy(10,114)=7, optimal_reward(10,114)=5.180000
optimal_policy(10,115)=2, optimal_reward(10,115)=4.680000
optimal_policy(10,116)=7, optimal_reward(10,116)=5.180000
optimal_policy(10,117)=5, optimal_reward(10,117)=11.730000
optimal_policy(10,118)=5, optimal_reward(10,118)=11.730000
optimal_policy(10,119)=5, optimal_reward(10,119)=11.730000
optimal_policy(10,120)=5, optimal_reward(10,120)=11.730000
optimal_policy(10,121)=2, optimal_reward(10,121)=4.680000
optimal_policy(10,122)=7, optimal_reward(10,122)=5.180000
optimal_policy(10,123)=2, optimal_reward(10,123)=4.680000
optimal_policy(10,124)=7, optimal_reward(10,124)=5.180000
optimal_policy(10,125)=5, optimal_reward(10,125)=11.730000
optimal_policy(10,126)=5, optimal_reward(10,126)=11.730000
optimal_policy(10,127)=5, optimal_reward(10,127)=11.730000
optimal_policy(10,128)=5, optimal_reward(10,128)=11.730000
tt=9
optimal_policy(9,1)=1, optimal_reward(9,1)=0.000000
optimal_policy(9,2)=7, optimal_reward(9,2)=6.526800
optimal_policy(9,3)=6, optimal_reward(9,3)=6.125000
optimal_policy(9,4)=7, optimal_reward(9,4)=9.116800
optimal_policy(9,5)=5, optimal_reward(9,5)=15.366300
optimal_policy(9,6)=5, optimal_reward(9,6)=18.940500
optimal_policy(9,7)=5, optimal_reward(9,7)=17.781300
optimal_policy(9,8)=5, optimal_reward(9,8)=18.940500
optimal_policy(9,9)=4, optimal_reward(9,9)=1.395000
optimal_policy(9,10)=7, optimal_reward(9,10)=7.192800
optimal_policy(9,11)=6, optimal_reward(9,11)=6.350000
optimal_policy(9,12)=7, optimal_reward(9,12)=9.116800
optimal_policy(9,13)=5, optimal_reward(9,13)=15.987300
optimal_policy(9,14)=5, optimal_reward(9,14)=18.940500
optimal_policy(9,15)=5, optimal_reward(9,15)=17.781300
optimal_policy(9,16)=5, optimal_reward(9,16)=18.940500
optimal_policy(9,17)=3, optimal_reward(9,17)=0.947100
optimal_policy(9,18)=7, optimal_reward(9,18)=7.096600
optimal_policy(9,19)=6, optimal_reward(9,19)=6.317500
optimal_policy(9,20)=7, optimal_reward(9,20)=9.116800
optimal_policy(9,21)=5, optimal_reward(9,21)=15.897600
optimal_policy(9,22)=5, optimal_reward(9,22)=18.940500
optimal_policy(9,23)=5, optimal_reward(9,23)=17.781300
optimal_policy(9,24)=5, optimal_reward(9,24)=18.940500
optimal_policy(9,25)=4, optimal_reward(9,25)=1.741500
optimal_policy(9,26)=7, optimal_reward(9,26)=7.192800
optimal_policy(9,27)=6, optimal_reward(9,27)=6.350000
optimal_policy(9,28)=7, optimal_reward(9,28)=9.116800
optimal_policy(9,29)=5, optimal_reward(9,29)=15.987300
optimal_policy(9,30)=5, optimal_reward(9,30)=18.940500
optimal_policy(9,31)=5, optimal_reward(9,31)=17.781300
optimal_policy(9,32)=5, optimal_reward(9,32)=18.940500
optimal_policy(9,33)=2, optimal_reward(9,33)=5.709600
optimal_policy(9,34)=7, optimal_reward(9,34)=9.990000
optimal_policy(9,35)=2, optimal_reward(9,35)=8.439600
optimal_policy(9,36)=7, optimal_reward(9,36)=9.990000
optimal_policy(9,37)=5, optimal_reward(9,37)=18.595500
optimal_policy(9,38)=5, optimal_reward(9,38)=18.940500
optimal_policy(9,39)=5, optimal_reward(9,39)=18.595500
optimal_policy(9,40)=5, optimal_reward(9,40)=18.940500
optimal_policy(9,41)=2, optimal_reward(9,41)=6.411600
optimal_policy(9,42)=7, optimal_reward(9,42)=9.990000
optimal_policy(9,43)=2, optimal_reward(9,43)=8.439600
optimal_policy(9,44)=7, optimal_reward(9,44)=9.990000
optimal_policy(9,45)=5, optimal_reward(9,45)=18.595500
optimal_policy(9,46)=5, optimal_reward(9,46)=18.940500
optimal_policy(9,47)=5, optimal_reward(9,47)=18.595500
optimal_policy(9,48)=5, optimal_reward(9,48)=18.940500
optimal_policy(9,49)=2, optimal_reward(9,49)=6.310200
optimal_policy(9,50)=7, optimal_reward(9,50)=9.990000
optimal_policy(9,51)=2, optimal_reward(9,51)=8.439600
optimal_policy(9,52)=7, optimal_reward(9,52)=9.990000
optimal_policy(9,53)=5, optimal_reward(9,53)=18.595500
optimal_policy(9,54)=5, optimal_reward(9,54)=18.940500
optimal_policy(9,55)=5, optimal_reward(9,55)=18.595500
optimal_policy(9,56)=5, optimal_reward(9,56)=18.940500
optimal_policy(9,57)=2, optimal_reward(9,57)=6.411600
optimal_policy(9,58)=7, optimal_reward(9,58)=9.990000
optimal_policy(9,59)=2, optimal_reward(9,59)=8.439600
optimal_policy(9,60)=7, optimal_reward(9,60)=9.990000
optimal_policy(9,61)=5, optimal_reward(9,61)=18.595500
optimal_policy(9,62)=5, optimal_reward(9,62)=18.940500
optimal_policy(9,63)=5, optimal_reward(9,63)=18.595500
optimal_policy(9,64)=5, optimal_reward(9,64)=18.940500
optimal_policy(9,65)=1, optimal_reward(9,65)=0.915900
optimal_policy(9,66)=7, optimal_reward(9,66)=7.052200
optimal_policy(9,67)=6, optimal_reward(9,67)=6.302500
optimal_policy(9,68)=7, optimal_reward(9,68)=9.116800
optimal_policy(9,69)=5, optimal_reward(9,69)=15.856200
optimal_policy(9,70)=5, optimal_reward(9,70)=18.940500
optimal_policy(9,71)=5, optimal_reward(9,71)=17.781300
optimal_policy(9,72)=5, optimal_reward(9,72)=18.940500
optimal_policy(9,73)=4, optimal_reward(9,73)=1.714500
optimal_policy(9,74)=7, optimal_reward(9,74)=7.192800
optimal_policy(9,75)=6, optimal_reward(9,75)=6.350000
optimal_policy(9,76)=7, optimal_reward(9,76)=9.116800
optimal_policy(9,77)=5, optimal_reward(9,77)=15.987300
optimal_policy(9,78)=5, optimal_reward(9,78)=18.940500
optimal_policy(9,79)=5, optimal_reward(9,79)=17.781300
optimal_policy(9,80)=5, optimal_reward(9,80)=18.940500
optimal_policy(9,81)=3, optimal_reward(9,81)=1.493800
optimal_policy(9,82)=7, optimal_reward(9,82)=7.096600
optimal_policy(9,83)=6, optimal_reward(9,83)=6.317500
optimal_policy(9,84)=7, optimal_reward(9,84)=9.116800
optimal_policy(9,85)=5, optimal_reward(9,85)=15.897600
optimal_policy(9,86)=5, optimal_reward(9,86)=18.940500
optimal_policy(9,87)=5, optimal_reward(9,87)=17.781300
optimal_policy(9,88)=5, optimal_reward(9,88)=18.940500
optimal_policy(9,89)=4, optimal_reward(9,89)=1.741500
optimal_policy(9,90)=7, optimal_reward(9,90)=7.192800
optimal_policy(9,91)=6, optimal_reward(9,91)=6.350000
optimal_policy(9,92)=7, optimal_reward(9,92)=9.116800
optimal_policy(9,93)=5, optimal_reward(9,93)=15.987300
optimal_policy(9,94)=5, optimal_reward(9,94)=18.940500
optimal_policy(9,95)=5, optimal_reward(9,95)=17.781300
optimal_policy(9,96)=5, optimal_reward(9,96)=18.940500
optimal_policy(9,97)=2, optimal_reward(9,97)=6.263400
optimal_policy(9,98)=7, optimal_reward(9,98)=9.990000
optimal_policy(9,99)=2, optimal_reward(9,99)=8.439600
optimal_policy(9,100)=7, optimal_reward(9,100)=9.990000
optimal_policy(9,101)=5, optimal_reward(9,101)=18.595500
optimal_policy(9,102)=5, optimal_reward(9,102)=18.940500
optimal_policy(9,103)=5, optimal_reward(9,103)=18.595500
optimal_policy(9,104)=5, optimal_reward(9,104)=18.940500
optimal_policy(9,105)=2, optimal_reward(9,105)=6.411600
optimal_policy(9,106)=7, optimal_reward(9,106)=9.990000
optimal_policy(9,107)=2, optimal_reward(9,107)=8.439600
optimal_policy(9,108)=7, optimal_reward(9,108)=9.990000
optimal_policy(9,109)=5, optimal_reward(9,109)=18.595500
optimal_policy(9,110)=5, optimal_reward(9,110)=18.940500
optimal_policy(9,111)=5, optimal_reward(9,111)=18.595500
optimal_policy(9,112)=5, optimal_reward(9,112)=18.940500
optimal_policy(9,113)=2, optimal_reward(9,113)=6.310200
optimal_policy(9,114)=7, optimal_reward(9,114)=9.990000
optimal_policy(9,115)=2, optimal_reward(9,115)=8.439600
optimal_policy(9,116)=7, optimal_reward(9,116)=9.990000
optimal_policy(9,117)=5, optimal_reward(9,117)=18.595500
optimal_policy(9,118)=5, optimal_reward(9,118)=18.940500
optimal_policy(9,119)=5, optimal_reward(9,119)=18.595500
optimal_policy(9,120)=5, optimal_reward(9,120)=18.940500
optimal_policy(9,121)=2, optimal_reward(9,121)=6.411600
optimal_policy(9,122)=7, optimal_reward(9,122)=9.990000
optimal_policy(9,123)=2, optimal_reward(9,123)=8.439600
optimal_policy(9,124)=7, optimal_reward(9,124)=9.990000
optimal_policy(9,125)=5, optimal_reward(9,125)=18.595500
optimal_policy(9,126)=5, optimal_reward(9,126)=18.940500
optimal_policy(9,127)=5, optimal_reward(9,127)=18.595500
optimal_policy(9,128)=5, optimal_reward(9,128)=18.940500
tt=8
optimal_policy(8,1)=1, optimal_reward(8,1)=0.000000
optimal_policy(8,2)=7, optimal_reward(8,2)=6.876968
optimal_policy(8,3)=6, optimal_reward(8,3)=8.093750
optimal_policy(8,4)=7, optimal_reward(8,4)=12.082868
